"GO.ID","Term","Annotated","Significant","Expected","FoldEnrichment","p_classic","fdr_classic_BH","p_weight01"
"GO:0005996","monosaccharide metabolic process",57,6,0.85,7.07,0.000158373019870477,0.0112701665221342,1
"GO:0009185","ribonucleoside diphosphate metabolic process",20,4,0.3,13.44,0.000174356376767595,0.0117712907699763,1
"GO:1901292","nucleoside phosphate catabolic process",20,4,0.3,13.44,0.000174356376767595,0.0117712907699763,1
"GO:0006006","glucose metabolic process",38,5,0.57,8.84,0.000202464138736302,0.0133272019323171,1
"GO:0005975","carbohydrate metabolic process",150,9,2.23,4.03,0.000272864994626197,0.017523256850019,0.0385489310698658
"GO:0009132","nucleoside diphosphate metabolic process",23,4,0.34,11.69,0.000308426809233598,0.0193354235407634,1
"GO:0044416","induction by symbiont of host defense response",10,3,0.15,20.16,0.000343698670297709,0.0209556707173552,0.000343698670297709
"GO:0006090","pyruvate metabolic process",24,4,0.36,11.2,0.000366107426129259,0.0209556707173552,1
"GO:0006536","glutamate metabolic process",24,4,0.36,11.2,0.000366107426129259,0.0209556707173552,0.00116788639051302
"GO:0019359","nicotinamide nucleotide biosynthetic process",24,4,0.36,11.2,0.000366107426129259,0.0209556707173552,1
"GO:0019318","hexose metabolic process",44,5,0.65,7.64,0.000409876180264692,0.0229617868646156,1
"GO:0019363","pyridine nucleotide biosynthetic process",25,4,0.37,10.75,0.000431127214850883,0.0236491240979661,1
"GO:0046496","nicotinamide nucleotide metabolic process",45,5,0.67,7.47,0.000456030609913779,0.0245046652225098,1
"GO:0031349","positive regulation of defense response",11,3,0.16,18.33,0.000467673392490711,0.0246276808485608,1
"GO:0046434","organophosphate catabolic process",26,4,0.39,10.34,0.000504003224671796,0.0251380815736996,1
"GO:0006631","fatty acid metabolic process",46,5,0.68,7.3,0.000506007718726199,0.0251380815736996,1
"GO:0019362","pyridine nucleotide metabolic process",46,5,0.68,7.3,0.000506007718726199,0.0251380815736996,1
"GO:0016051","carbohydrate biosynthetic process",71,6,1.06,5.68,0.000534632537718064,0.0260682865150308,0.47048965777712
"GO:0006754","ATP biosynthetic process",27,4,0.4,9.96,0.000585258168359634,0.0280179046780167,0.000585258168359634
"GO:0044003","modulation by symbiont of host process",12,3,0.18,16.8,0.000617085860536198,0.0285050363296809,1
"GO:0052031","modulation by symbiont of host defense response",12,3,0.18,16.8,0.000617085860536198,0.0285050363296809,1
"GO:0009206","purine ribonucleoside triphosphate biosynthetic process",29,4,0.43,9.27,0.000775018142011405,0.034586826574848,1
"GO:0019674","NAD metabolic process",29,4,0.43,9.27,0.000775018142011405,0.034586826574848,1
"GO:0072524","pyridine-containing compound metabolic process",51,5,0.76,6.59,0.000820433707421033,0.0360033658606597,1
"GO:0009145","purine nucleoside triphosphate biosynthetic process",30,4,0.45,8.96,0.000884588231393719,0.0381823084140928,1
"GO:0072525","pyridine-containing compound biosynthetic process",31,4,0.46,8.67,0.00100466559870091,0.0426658793770888,1
"GO:0009152","purine ribonucleotide biosynthetic process",54,5,0.8,6.22,0.00106845757787269,0.0446547428974412,1
"GO:0009201","ribonucleoside triphosphate biosynthetic process",32,4,0.48,8.4,0.00113578726397961,0.0467269979071612,1
"GO:0006952","defense response",15,3,0.22,13.44,0.00123691404682883,0.0486088759000046,1
"GO:0031347","regulation of defense response",15,3,0.22,13.44,0.00123691404682883,0.0486088759000046,1
"GO:0035821","modulation of process of another organism",15,3,0.22,13.44,0.00123691404682883,0.0486088759000046,1
"GO:0016052","carbohydrate catabolic process",57,5,0.85,5.89,0.00136841937217944,0.0529860030433599,1
"GO:0006099","tricarboxylic acid cycle",16,3,0.24,12.6,0.00150656821183237,0.0574897695906467,0.00150656821183237
"GO:0009142","nucleoside triphosphate biosynthetic process",35,4,0.52,7.68,0.00160078868123585,0.0602125228241998,1
"GO:0006101","citrate metabolic process",17,3,0.25,11.86,0.0018104414084131,0.0662068365048846,0.0018104414084131
"GO:0052200","response to host defenses",17,3,0.25,11.86,0.0018104414084131,0.0662068365048846,1
"GO:0031667","response to nutrient levels",157,8,2.34,3.42,0.00183784869686214,0.0662884331347672,1
"GO:0009127","purine nucleoside monophosphate biosynthetic process",37,4,0.55,7.26,0.00197583733058981,0.0681618802022056,1
"GO:0009168","purine ribonucleoside monophosphate biosynthetic process",37,4,0.55,7.26,0.00197583733058981,0.0681618802022056,0.00197583733058981
"GO:0034404","nucleobase-containing small molecule biosynthetic process",37,4,0.55,7.26,0.00197583733058981,0.0681618802022056,0.00197583733058981
"GO:0009991","response to extracellular stimulus",159,8,2.37,3.38,0.00199334021100259,0.0681618802022056,1
"GO:0006541","glutamine metabolic process",5,2,0.07,26.88,0.0021049364608512,0.0698889477449539,0.0021049364608512
"GO:0052173","response to defenses of other organism",18,3,0.27,11.2,0.00215002080035749,0.0698889477449539,1
"GO:0072350","tricarboxylic acid metabolic process",18,3,0.27,11.2,0.00215002080035749,0.0698889477449539,1
"GO:0075136","response to host",18,3,0.27,11.2,0.00215002080035749,0.0698889477449539,1
"GO:0006164","purine nucleotide biosynthetic process",65,5,0.97,5.17,0.00247084788196919,0.0783824394364442,1
"GO:0009260","ribonucleotide biosynthetic process",65,5,0.97,5.17,0.00247084788196919,0.0783824394364442,1
"GO:0006633","fatty acid biosynthetic process",19,3,0.28,10.61,0.00252670991627185,0.0792003239231403,0.0169059061632182
"GO:0046390","ribose phosphate biosynthetic process",67,5,1,5.01,0.00282578900403806,0.0875329699721437,1
"GO:0009064","glutamine family amino acid metabolic process",41,4,0.61,6.56,0.0029010773503956,0.0888201937626932,1
"GO:0072522","purine-containing compound biosynthetic process",71,5,1.06,4.73,0.00364481506239769,0.110308023670036,1
"GO:0043207","response to external biotic stimulus",22,3,0.33,9.16,0.0038922680370572,0.11514990720867,1
"GO:0051707","response to other organism",22,3,0.33,9.16,0.0038922680370572,0.11514990720867,1
"GO:0009156","ribonucleoside monophosphate biosynthetic process",45,4,0.67,5.97,0.00408729419899176,0.119576062510503,1
"GO:0002182","cytoplasmic translational elongation",23,3,0.34,8.77,0.00442984422123074,0.128173404774731,0.00442984422123074
"GO:0009124","nucleoside monophosphate biosynthetic process",47,4,0.7,5.72,0.0047882165219409,0.137036675024678,1
"GO:0019693","ribose phosphate metabolic process",110,6,1.64,3.67,0.00517376644322723,0.146478785430293,0.0667088304917614
"GO:0046034","ATP metabolic process",49,4,0.73,5.49,0.00556609557910443,0.154546714589042,1
"GO:0006081","cellular aldehyde metabolic process",25,3,0.37,8.06,0.00563482134468211,0.154546714589042,0.0169695543801779
"GO:0072329","monocarboxylic acid catabolic process",25,3,0.37,8.06,0.00563482134468211,0.154546714589042,0.134244561802159
"GO:0009205","purine ribonucleoside triphosphate metabolic process",51,4,0.76,5.27,0.00642458061587754,0.174390935686655,1
"GO:0006163","purine nucleotide metabolic process",116,6,1.73,3.48,0.00670339202734003,0.180102359265166,1
"GO:0019740","nitrogen utilization",9,2,0.13,14.93,0.00729550913894343,0.192057267587721,0.00729550913894343
"GO:0141067","intracellular nitrogen homeostasis",9,2,0.13,14.93,0.00729550913894343,0.192057267587721,1
"GO:0009144","purine nucleoside triphosphate metabolic process",53,4,0.79,5.07,0.0073671796530041,0.192057267587721,1
"GO:0062197","cellular response to chemical stress",119,6,1.77,3.39,0.00758153294205086,0.19570761016098,1
"GO:0006855","xenobiotic transmembrane transport",28,3,0.42,7.2,0.00778012722263591,0.198884223079615,0.00778012722263591
"GO:0009199","ribonucleoside triphosphate metabolic process",54,4,0.8,4.98,0.00787107741901461,0.199274488887168,1
"GO:0016054","organic acid catabolic process",55,4,0.82,4.89,0.00839725087949403,0.208584543072715,1
"GO:0046395","carboxylic acid catabolic process",55,4,0.82,4.89,0.00839725087949403,0.208584543072715,1
"GO:0009150","purine ribonucleotide metabolic process",89,5,1.32,3.78,0.00952584960008175,0.234407121467432,1
"GO:0034599","cellular response to oxidative stress",90,5,1.34,3.73,0.00997560252222512,0.243201494824247,0.00997560252222512
"GO:0009060","aerobic respiration",58,4,0.86,4.63,0.0101133255797479,0.244297121573177,0.448249876711105
"GO:0009165","nucleotide biosynthetic process",92,5,1.37,3.65,0.0109188347463267,0.259002629613318,1
"GO:1901293","nucleoside phosphate biosynthetic process",92,5,1.37,3.65,0.0109188347463267,0.259002629613318,1
"GO:0009126","purine nucleoside monophosphate metabolic process",60,4,0.89,4.48,0.0113757222264212,0.262739268615501,1
"GO:0009141","nucleoside triphosphate metabolic process",60,4,0.89,4.48,0.0113757222264212,0.262739268615501,1
"GO:0009167","purine ribonucleoside monophosphate metabolic process",60,4,0.89,4.48,0.0113757222264212,0.262739268615501,1
"GO:0006979","response to oxidative stress",95,5,1.41,3.54,0.0124462641494679,0.28496533483086,1
"GO:0072521","purine-containing compound metabolic process",133,6,1.98,3.03,0.0128151946945516,0.290882824403055,1
"GO:0051701","biological process involved in interaction with host",35,3,0.52,5.76,0.0144580777244377,0.32536853545679,1
"GO:0015980","energy derivation by oxidation of organic compounds",99,5,1.47,3.39,0.0147018138676114,0.328049795876447,1
"GO:0006414","translational elongation",37,3,0.55,5.45,0.0168135564456218,0.37201759765817,1
"GO:0009259","ribonucleotide metabolic process",103,5,1.53,3.26,0.0172193280508867,0.37782075631654,1
"GO:0006826","iron ion transport",14,2,0.21,9.6,0.0175904985002293,0.379637561894293,0.0175904985002293
"GO:0072593","reactive oxygen species metabolic process",14,2,0.21,9.6,0.0175904985002293,0.379637561894293,0.0978216739413353
"GO:0009161","ribonucleoside monophosphate metabolic process",69,4,1.03,3.9,0.0183046619951112,0.391838821407544,1
"GO:0009062","fatty acid catabolic process",15,2,0.22,8.96,0.0201064345699832,0.42693743728037,0.0201064345699832
"GO:0009117","nucleotide metabolic process",149,6,2.22,2.71,0.02146423255021,0.452122594437623,1
"GO:0042908","xenobiotic transport",41,3,0.61,4.92,0.0221360328694332,0.462572813850934,1
"GO:0006753","nucleoside phosphate metabolic process",151,6,2.25,2.67,0.0227709672990911,0.47209414880714,1
"GO:0009123","nucleoside monophosphate metabolic process",75,4,1.12,3.58,0.0241288745836667,0.492490905261973,1
"GO:0045333","cellular respiration",75,4,1.12,3.58,0.0241288745836667,0.492490905261973,1
"GO:0006415","translational termination",19,2,0.28,7.07,0.031536924907559,0.636309304822458,0.174121903955865
"GO:0044403","biological process involved in symbiotic interaction",47,3,0.7,4.29,0.0316583816679612,0.636309304822458,1
"GO:1901605","alpha-amino acid metabolic process",121,5,1.8,2.78,0.032085854616444,0.640015569735583,1
"GO:0006520","amino acid metabolic process",165,6,2.46,2.44,0.033458959723129,0.662386774067659,1
"GO:0008652","amino acid biosynthetic process",89,4,1.32,3.02,0.0417215770754661,0.819797854027629,0.0559765722495068
"GO:0048584","positive regulation of response to stimulus",91,4,1.35,2.95,0.0447042616929519,0.871898674352165,1
"GO:0044272","sulfur compound biosynthetic process",54,3,0.8,3.73,0.0450790578386312,0.872743818302322,1
"GO:0015849","organic acid transport",55,3,0.82,3.67,0.0471953159324275,0.907045743431253,1
"GO:0055086","nucleobase-containing small molecule metabolic process",182,6,2.71,2.22,0.0503226716137027,0.960141988107821,1
"GO:0090407","organophosphate biosynthetic process",183,6,2.72,2.2,0.0514541118936328,0.974666738244137,1
"GO:0009084","glutamine family amino acid biosynthetic process",26,2,0.39,5.17,0.0561440682773622,1,0.221659723549408
"GO:0030001","metal ion transport",60,3,0.89,3.36,0.0585006412478524,1,1
"GO:0000041","transition metal ion transport",27,2,0.4,4.98,0.0600740810570654,1,1
"GO:0080134","regulation of response to stress",101,4,1.5,2.66,0.061387833433228,1,1
"GO:0034655","nucleobase-containing compound catabolic process",147,5,2.19,2.29,0.0648507313144484,1,1
"GO:0009607","response to biotic stimulus",63,3,0.94,3.2,0.0658477441354579,1,1
"GO:0006970","response to osmotic stress",64,3,0.95,3.15,0.0683879461590504,1,1
"GO:0000038","very long-chain fatty acid metabolic process",5,1,0.07,13.44,0.0722694331159476,1,1
"GO:0000162","tryptophan biosynthetic process",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0006103","2-oxoglutarate metabolic process",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0006113","fermentation",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0006814","sodium ion transport",5,1,0.07,13.44,0.0722694331159476,1,1
"GO:0015908","fatty acid transport",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0019323","pentose catabolic process",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0035725","sodium ion transmembrane transport",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0042435","indole-containing compound biosynthetic process",5,1,0.07,13.44,0.0722694331159476,1,1
"GO:0042761","very long-chain fatty acid biosynthetic process",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0046219","indolalkylamine biosynthetic process",5,1,0.07,13.44,0.0722694331159476,1,1
"GO:0071825","protein-lipid complex organization",5,1,0.07,13.44,0.0722694331159476,1,0.0722694331159476
"GO:0016042","lipid catabolic process",30,2,0.45,4.48,0.0724058482266573,1,1
"GO:0044242","cellular lipid catabolic process",30,2,0.45,4.48,0.0724058482266573,1,1
"GO:0006790","sulfur compound metabolic process",107,4,1.59,2.51,0.0727975675225052,1,0.387463159052377
"GO:1901566","organonitrogen compound biosynthetic process",699,15,10.4,1.44,0.0759822182795278,1,1
"GO:1901575","organic substance catabolic process",471,11,7.01,1.57,0.0794963647985998,1,1
"GO:0044270","cellular nitrogen compound catabolic process",158,5,2.35,2.13,0.0829178487573088,1,1
"GO:0006811","monoatomic ion transport",207,6,3.08,1.95,0.0834074882209253,1,1
"GO:0001676","long-chain fatty acid metabolic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0006020","inositol metabolic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0006106","fumarate metabolic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0006449","regulation of translational termination",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0006772","thiamine metabolic process",6,1,0.09,11.2,0.0860978118869917,1,1
"GO:0009228","thiamine biosynthetic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0009403","toxin biosynthetic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0010923","negative regulation of phosphatase activity",6,1,0.09,11.2,0.0860978118869917,1,1
"GO:0019566","arabinose metabolic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0032515","negative regulation of phosphoprotein phosphatase activity",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0032874","positive regulation of stress-activated MAPK cascade",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0042723","thiamine-containing compound metabolic process",6,1,0.09,11.2,0.0860978118869917,1,1
"GO:0042724","thiamine-containing compound biosynthetic process",6,1,0.09,11.2,0.0860978118869917,1,1
"GO:0042744","hydrogen peroxide catabolic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0043649","dicarboxylic acid catabolic process",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0055092","sterol homeostasis",6,1,0.09,11.2,0.0860978118869917,1,0.0860978118869917
"GO:0070304","positive regulation of stress-activated protein kinase signaling cascade",6,1,0.09,11.2,0.0860978118869917,1,1
"GO:0046700","heterocycle catabolic process",160,5,2.38,2.1,0.0864691529210512,1,1
"GO:0019637","organophosphate metabolic process",261,7,3.88,1.8,0.0879082821866318,1,1
"GO:0019439","aromatic compound catabolic process",161,5,2.4,2.09,0.0882751518366009,1,1
"GO:1901137","carbohydrate derivative biosynthetic process",162,5,2.41,2.07,0.0901012883445934,1,1
"GO:0006820","monoatomic anion transport",117,4,1.74,2.3,0.0940661916765335,1,0.446992314932516
"GO:0009309","amine biosynthetic process",7,1,0.1,9.6,0.0997245840755554,1,1
"GO:0009404","toxin metabolic process",7,1,0.1,9.6,0.0997245840755554,1,1
"GO:0015740","C4-dicarboxylate transport",7,1,0.1,9.6,0.0997245840755554,1,0.0997245840755554
"GO:0016559","peroxisome fission",7,1,0.1,9.6,0.0997245840755554,1,0.0997245840755554
"GO:0035305","negative regulation of dephosphorylation",7,1,0.1,9.6,0.0997245840755554,1,1
"GO:0035308","negative regulation of protein dephosphorylation",7,1,0.1,9.6,0.0997245840755554,1,1
"GO:0042401","biogenic amine biosynthetic process",7,1,0.1,9.6,0.0997245840755554,1,1
"GO:0042743","hydrogen peroxide metabolic process",7,1,0.1,9.6,0.0997245840755554,1,1
"GO:1901361","organic cyclic compound catabolic process",168,5,2.5,2,0.101476541283174,1,1
"GO:0098656","monoatomic anion transmembrane transport",76,3,1.13,2.65,0.102199926193764,1,0.102199926193764
"GO:0006915","apoptotic process",38,2,0.57,3.54,0.108686814733739,1,0.108686814733739
"GO:0071470","cellular response to osmotic stress",38,2,0.57,3.54,0.108686814733739,1,0.108686814733739
"GO:0000266","mitochondrial fission",8,1,0.12,8.4,0.113152623093322,1,0.113152623093322
"GO:0000448","cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",8,1,0.12,8.4,0.113152623093322,1,0.113152623093322
"GO:0006085","acetyl-CoA biosynthetic process",8,1,0.12,8.4,0.113152623093322,1,0.113152623093322
"GO:0006568","tryptophan metabolic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0006586","indolalkylamine metabolic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0009073","aromatic amino acid family biosynthetic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0034309","primary alcohol biosynthetic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0035384","thioester biosynthetic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0042430","indole-containing compound metabolic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0046834","lipid phosphorylation",8,1,0.12,8.4,0.113152623093322,1,0.113152623093322
"GO:0071616","acyl-CoA biosynthetic process",8,1,0.12,8.4,0.113152623093322,1,1
"GO:0072530","purine-containing compound transmembrane transport",8,1,0.12,8.4,0.113152623093322,1,0.113152623093322
"GO:1902626","assembly of large subunit precursor of preribosome",8,1,0.12,8.4,0.113152623093322,1,0.113152623093322
"GO:0043603","amide metabolic process",446,10,6.64,1.51,0.115586135366028,1,1
"GO:0051651","maintenance of location in cell",40,2,0.6,3.36,0.118398093303052,1,0.137806721554694
"GO:0050896","response to stimulus",934,18,13.9,1.3,0.122014297480498,1,1
"GO:0000103","sulfate assimilation",9,1,0.13,7.47,0.126384762337619,1,0.126384762337619
"GO:0006537","glutamate biosynthetic process",9,1,0.13,7.47,0.126384762337619,1,0.126384762337619
"GO:0032231","regulation of actin filament bundle assembly",9,1,0.13,7.47,0.126384762337619,1,0.126384762337619
"GO:1901679","nucleotide transmembrane transport",9,1,0.13,7.47,0.126384762337619,1,0.126384762337619
"GO:0055082","intracellular chemical homeostasis",131,4,1.95,2.05,0.128259358785395,1,1
"GO:0008219","cell death",42,2,0.62,3.2,0.128321599073188,1,1
"GO:0012501","programmed cell death",42,2,0.62,3.2,0.128321599073188,1,1
"GO:0044255","cellular lipid metabolic process",233,6,3.47,1.73,0.128344953854006,1,1
"GO:1901607","alpha-amino acid biosynthetic process",85,3,1.26,2.37,0.131173454650517,1,1
"GO:1901135","carbohydrate derivative metabolic process",237,6,3.53,1.7,0.136168147821459,1,1
"GO:0006066","alcohol metabolic process",87,3,1.29,2.32,0.137978330079113,1,0.243667744606681
"GO:0006575","cellular modified amino acid metabolic process",44,2,0.65,3.05,0.138437038386146,1,0.138437038386146
"GO:0006972","hyperosmotic response",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0032102","negative regulation of response to external stimulus",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0032872","regulation of stress-activated MAPK cascade",10,1,0.15,6.72,0.139423795735565,1,1
"GO:0042133","neurotransmitter metabolic process",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0051643","endoplasmic reticulum localization",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0070302","regulation of stress-activated protein kinase signaling cascade",10,1,0.15,6.72,0.139423795735565,1,1
"GO:0071805","potassium ion transmembrane transport",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0097307","response to farnesol",10,1,0.15,6.72,0.139423795735565,1,1
"GO:0097308","cellular response to farnesol",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0098869","cellular oxidant detoxification",10,1,0.15,6.72,0.139423795735565,1,0.139423795735565
"GO:0002181","cytoplasmic translation",189,5,2.81,1.78,0.14666243771259,1,0.685093715779183
"GO:0048878","chemical homeostasis",139,4,2.07,1.93,0.149887503546868,1,1
"GO:0006813","potassium ion transport",11,1,0.16,6.11,0.152272478280986,1,1
"GO:0006835","dicarboxylic acid transport",11,1,0.16,6.11,0.152272478280986,1,1
"GO:0009065","glutamine family amino acid catabolic process",11,1,0.16,6.11,0.152272478280986,1,0.152272478280986
"GO:0019682","glyceraldehyde-3-phosphate metabolic process",11,1,0.16,6.11,0.152272478280986,1,0.152272478280986
"GO:0033866","nucleoside bisphosphate biosynthetic process",11,1,0.16,6.11,0.152272478280986,1,1
"GO:0034030","ribonucleoside bisphosphate biosynthetic process",11,1,0.16,6.11,0.152272478280986,1,1
"GO:0034033","purine nucleoside bisphosphate biosynthetic process",11,1,0.16,6.11,0.152272478280986,1,1
"GO:0044000","movement in host",11,1,0.16,6.11,0.152272478280986,1,1
"GO:0044409","entry into host",11,1,0.16,6.11,0.152272478280986,1,0.152272478280986
"GO:0045053","protein retention in Golgi apparatus",11,1,0.16,6.11,0.152272478280986,1,0.152272478280986
"GO:0046854","phosphatidylinositol phosphate biosynthetic process",11,1,0.16,6.11,0.152272478280986,1,0.152272478280986
"GO:0006629","lipid metabolic process",247,6,3.68,1.63,0.156717699934682,1,1
"GO:0044419","biological process involved in interspecies interaction between organisms",94,3,1.4,2.14,0.162717253652574,1,1
"GO:0051235","maintenance of location",49,2,0.73,2.74,0.164440782748639,1,1
"GO:1903825","organic acid transmembrane transport",49,2,0.73,2.74,0.164440782748639,1,0.057812613392585
"GO:0001505","regulation of neurotransmitter levels",12,1,0.18,5.6,0.16493352656421,1,0.16493352656421
"GO:0006098","pentose-phosphate shunt",12,1,0.18,5.6,0.16493352656421,1,0.16493352656421
"GO:0006576","biogenic amine metabolic process",12,1,0.18,5.6,0.16493352656421,1,1
"GO:0046173","polyol biosynthetic process",12,1,0.18,5.6,0.16493352656421,1,0.16493352656421
"GO:0051239","regulation of multicellular organismal process",12,1,0.18,5.6,0.16493352656421,1,0.16493352656421
"GO:0097306","cellular response to alcohol",12,1,0.18,5.6,0.16493352656421,1,1
"GO:0046942","carboxylic acid transport",51,2,0.76,2.64,0.175081787336088,1,1
"GO:0019725","cellular homeostasis",148,4,2.2,1.82,0.175812502147194,1,1
"GO:0042221","response to chemical",428,9,6.37,1.41,0.176583054291273,1,0.0609509528349928
"GO:0019321","pentose metabolic process",13,1,0.19,5.17,0.177409619294825,1,1
"GO:0032889","regulation of vacuole fusion, non-autophagic",13,1,0.19,5.17,0.177409619294825,1,0.177409619294825
"GO:0034308","primary alcohol metabolic process",13,1,0.19,5.17,0.177409619294825,1,1
"GO:0071396","cellular response to lipid",13,1,0.19,5.17,0.177409619294825,1,1
"GO:0097305","response to alcohol",13,1,0.19,5.17,0.177409619294825,1,1
